"id","batch_id","room_code","room_id","room_title","kind","tool","name","acquisition_phase","acquisition_lane","priority_order","blocking_rule","source_status","content_status","source_path","source_directory","dropzone_readme","runtime_path","placement_target","runtime_policy","review_gate","handoff_check"
"church_of_the_drowned_interactive_layer_confession_booth","R09_C_interactive_runtime_layer","R09","church_of_the_drowned","Church of the Drowned","interactive_layer","paintover","Confession booth","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/confessionbooth.psd","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/README.md","game/rooms/church_of_the_drowned/props/confessionbooth.png","game/rooms/church_of_the_drowned/props/confessionbooth.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"church_of_the_drowned_interactive_layer_poor_box","R09_C_interactive_runtime_layer","R09","church_of_the_drowned","Church of the Drowned","interactive_layer","paintover","Poor box","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/poorbox.psd","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/README.md","game/rooms/church_of_the_drowned/props/poorbox.png","game/rooms/church_of_the_drowned/props/poorbox.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"church_of_the_drowned_interactive_layer_teodor_s_stall","R09_C_interactive_runtime_layer","R09","church_of_the_drowned","Church of the Drowned","interactive_layer","paintover","Teodor's stall","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/ratecard.psd","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned","art/src/backgrounds/act_i/interactive_layers/church_of_the_drowned/README.md","game/rooms/church_of_the_drowned/props/ratecard.png","game/rooms/church_of_the_drowned/props/ratecard.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"church_of_the_drowned_navigation_silhouette_grey_float","R09_D_navigation_readability_layer","R09","church_of_the_drowned","Church of the Drowned","navigation_silhouette","paintover","Grey Float","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/church_of_the_drowned/togreyfloat.psd","art/src/backgrounds/act_i/navigation_silhouettes/church_of_the_drowned","art/src/backgrounds/act_i/navigation_silhouettes/church_of_the_drowned/README.md","game/rooms/church_of_the_drowned/background/church_of_the_drowned_bg.png","game/rooms/church_of_the_drowned/background/church_of_the_drowned_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"church_of_the_drowned_navigation_silhouette_salt_market","R09_D_navigation_readability_layer","R09","church_of_the_drowned","Church of the Drowned","navigation_silhouette","paintover","Salt Market","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/church_of_the_drowned/tosaltmarket.psd","art/src/backgrounds/act_i/navigation_silhouettes/church_of_the_drowned","art/src/backgrounds/act_i/navigation_silhouettes/church_of_the_drowned/README.md","game/rooms/church_of_the_drowned/background/church_of_the_drowned_bg.png","game/rooms/church_of_the_drowned/background/church_of_the_drowned_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"grey_float_meshy_source_model_barge_wall_ribs","R10_A_meshy_helper_geometry","R10","grey_float","The Grey Float","meshy_source_model","Meshy","barge wall ribs","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/grey_float/barge_wall_ribs.glb","art/src/backgrounds/act_i/source_models/grey_float","art/src/backgrounds/act_i/source_models/grey_float/README.md","","art/src/backgrounds/act_i/blockouts/grey_float.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"grey_float_meshy_source_model_bathhouse_railings","R10_A_meshy_helper_geometry","R10","grey_float","The Grey Float","meshy_source_model","Meshy","bathhouse railings","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/grey_float/bathhouse_railings.glb","art/src/backgrounds/act_i/source_models/grey_float","art/src/backgrounds/act_i/source_models/grey_float/README.md","","art/src/backgrounds/act_i/blockouts/grey_float.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"grey_float_meshy_source_model_lamp_clusters","R10_A_meshy_helper_geometry","R10","grey_float","The Grey Float","meshy_source_model","Meshy","lamp clusters","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/grey_float/lamp_clusters.glb","art/src/backgrounds/act_i/source_models/grey_float","art/src/backgrounds/act_i/source_models/grey_float/README.md","","art/src/backgrounds/act_i/blockouts/grey_float.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"grey_float_meshy_source_model_steam_screen_partitions","R10_A_meshy_helper_geometry","R10","grey_float","The Grey Float","meshy_source_model","Meshy","steam-screen partitions","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/grey_float/steam_screen_partitions.glb","art/src/backgrounds/act_i/source_models/grey_float","art/src/backgrounds/act_i/source_models/grey_float/README.md","","art/src/backgrounds/act_i/blockouts/grey_float.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"grey_float_generated_reference_amber_trap_mood","R10_B_reference_board","R10","grey_float","The Grey Float","generated_reference","imagegen","amber trap mood","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/grey_float/amber_trap_mood.png","docs/art/reference/act_i/grey_float","docs/art/reference/act_i/grey_float/README.md","","docs/art/reference/act_i/grey_float","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"grey_float_generated_reference_non_explicit_labor_staging","R10_B_reference_board","R10","grey_float","The Grey Float","generated_reference","imagegen","non-explicit labor staging","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/grey_float/non_explicit_labor_staging.png","docs/art/reference/act_i/grey_float","docs/art/reference/act_i/grey_float/README.md","","docs/art/reference/act_i/grey_float","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"grey_float_generated_reference_steam_density","R10_B_reference_board","R10","grey_float","The Grey Float","generated_reference","imagegen","steam density","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/grey_float/steam_density.png","docs/art/reference/act_i/grey_float","docs/art/reference/act_i/grey_float/README.md","","docs/art/reference/act_i/grey_float","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"grey_float_generated_reference_warm_silhouette_privacy_shapes","R10_B_reference_board","R10","grey_float","The Grey Float","generated_reference","imagegen","warm silhouette privacy shapes","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/grey_float/warm_silhouette_privacy_shapes.png","docs/art/reference/act_i/grey_float","docs/art/reference/act_i/grey_float/README.md","","docs/art/reference/act_i/grey_float","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"grey_float_interactive_layer_bilge_regulator","R10_C_interactive_runtime_layer","R10","grey_float","The Grey Float","interactive_layer","paintover","Bilge regulator","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/grey_float/bilgeregulator.psd","art/src/backgrounds/act_i/interactive_layers/grey_float","art/src/backgrounds/act_i/interactive_layers/grey_float/README.md","game/rooms/grey_float/props/bilgeregulator.png","game/rooms/grey_float/props/bilgeregulator.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"grey_float_interactive_layer_hot_pool","R10_C_interactive_runtime_layer","R10","grey_float","The Grey Float","interactive_layer","paintover","Hot pool","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/grey_float/hotpool.psd","art/src/backgrounds/act_i/interactive_layers/grey_float","art/src/backgrounds/act_i/interactive_layers/grey_float/README.md","game/rooms/grey_float/props/hotpool.png","game/rooms/grey_float/props/hotpool.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"grey_float_interactive_layer_staff_corner","R10_C_interactive_runtime_layer","R10","grey_float","The Grey Float","interactive_layer","paintover","Staff corner","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/grey_float/staffcorner.psd","art/src/backgrounds/act_i/interactive_layers/grey_float","art/src/backgrounds/act_i/interactive_layers/grey_float/README.md","game/rooms/grey_float/props/staffcorner.png","game/rooms/grey_float/props/staffcorner.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"grey_float_navigation_silhouette_church","R10_D_navigation_readability_layer","R10","grey_float","The Grey Float","navigation_silhouette","paintover","Church","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/grey_float/tochurch.psd","art/src/backgrounds/act_i/navigation_silhouettes/grey_float","art/src/backgrounds/act_i/navigation_silhouettes/grey_float/README.md","game/rooms/grey_float/background/grey_float_bg.png","game/rooms/grey_float/background/grey_float_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"grey_float_navigation_silhouette_harbormaster","R10_D_navigation_readability_layer","R10","grey_float","The Grey Float","navigation_silhouette","paintover","Harbormaster","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/grey_float/toharbormaster.psd","art/src/backgrounds/act_i/navigation_silhouettes/grey_float","art/src/backgrounds/act_i/navigation_silhouettes/grey_float/README.md","game/rooms/grey_float/background/grey_float_bg.png","game/rooms/grey_float/background/grey_float_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"harbormaster_office_meshy_source_model_checklist_board","R11_A_meshy_helper_geometry","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","Meshy","checklist board","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/harbormaster_office/checklist_board.glb","art/src/backgrounds/act_i/source_models/harbormaster_office","art/src/backgrounds/act_i/source_models/harbormaster_office/README.md","","art/src/backgrounds/act_i/blockouts/harbormaster_office.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"harbormaster_office_meshy_source_model_filing_wall","R11_A_meshy_helper_geometry","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","Meshy","filing wall","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/harbormaster_office/filing_wall.glb","art/src/backgrounds/act_i/source_models/harbormaster_office","art/src/backgrounds/act_i/source_models/harbormaster_office/README.md","","art/src/backgrounds/act_i/blockouts/harbormaster_office.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"harbormaster_office_meshy_source_model_frosted_glass_door","R11_A_meshy_helper_geometry","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","Meshy","frosted glass door","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/harbormaster_office/frosted_glass_door.glb","art/src/backgrounds/act_i/source_models/harbormaster_office","art/src/backgrounds/act_i/source_models/harbormaster_office/README.md","","art/src/backgrounds/act_i/blockouts/harbormaster_office.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"harbormaster_office_meshy_source_model_office_desk","R11_A_meshy_helper_geometry","R11","harbormaster_office","Harbormaster's Office","meshy_source_model","Meshy","office desk","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/harbormaster_office/office_desk.glb","art/src/backgrounds/act_i/source_models/harbormaster_office","art/src/backgrounds/act_i/source_models/harbormaster_office/README.md","","art/src/backgrounds/act_i/blockouts/harbormaster_office.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"harbormaster_office_generated_reference_grime_texture","R11_B_reference_board","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","grime texture","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/harbormaster_office/grime_texture.png","docs/art/reference/act_i/harbormaster_office","docs/art/reference/act_i/harbormaster_office/README.md","","docs/art/reference/act_i/harbormaster_office","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"harbormaster_office_generated_reference_ink_wash_edge_breakup","R11_B_reference_board","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","ink-wash edge breakup","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/harbormaster_office/ink_wash_edge_breakup.png","docs/art/reference/act_i/harbormaster_office","docs/art/reference/act_i/harbormaster_office/README.md","","docs/art/reference/act_i/harbormaster_office","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"harbormaster_office_generated_reference_non_clickable_dressing_silhouettes","R11_B_reference_board","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","non-clickable dressing silhouettes","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/harbormaster_office/non_clickable_dressing_silhouettes.png","docs/art/reference/act_i/harbormaster_office","docs/art/reference/act_i/harbormaster_office/README.md","","docs/art/reference/act_i/harbormaster_office","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"harbormaster_office_generated_reference_palette_safe_mood_reference","R11_B_reference_board","R11","harbormaster_office","Harbormaster's Office","generated_reference","imagegen","palette-safe mood reference","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/harbormaster_office/palette_safe_mood_reference.png","docs/art/reference/act_i/harbormaster_office","docs/art/reference/act_i/harbormaster_office/README.md","","docs/art/reference/act_i/harbormaster_office","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"harbormaster_office_interactive_layer_checklist_clerk","R11_C_interactive_runtime_layer","R11","harbormaster_office","Harbormaster's Office","interactive_layer","paintover","Checklist clerk","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/harbormaster_office/checklistclerk.psd","art/src/backgrounds/act_i/interactive_layers/harbormaster_office","art/src/backgrounds/act_i/interactive_layers/harbormaster_office/README.md","game/rooms/harbormaster_office/props/checklistclerk.png","game/rooms/harbormaster_office/props/checklistclerk.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"harbormaster_office_navigation_silhouette_grey_float","R11_D_navigation_readability_layer","R11","harbormaster_office","Harbormaster's Office","navigation_silhouette","paintover","Grey Float","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office/togreyfloat.psd","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office/README.md","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"harbormaster_office_navigation_silhouette_sabine","R11_D_navigation_readability_layer","R11","harbormaster_office","Harbormaster's Office","navigation_silhouette","paintover","Sabine","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office/tosabine.psd","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office","art/src/backgrounds/act_i/navigation_silhouettes/harbormaster_office/README.md","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","game/rooms/harbormaster_office/background/harbormaster_office_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
"sabine_office_meshy_source_model_persian_rug_plane","R12_A_meshy_helper_geometry","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","Persian rug plane","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/sabine_office/persian_rug_plane.glb","art/src/backgrounds/act_i/source_models/sabine_office","art/src/backgrounds/act_i/source_models/sabine_office/README.md","","art/src/backgrounds/act_i/blockouts/sabine_office.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"sabine_office_meshy_source_model_sabine_desk","R12_A_meshy_helper_geometry","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","Sabine desk","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/sabine_office/sabine_desk.glb","art/src/backgrounds/act_i/source_models/sabine_office","art/src/backgrounds/act_i/source_models/sabine_office/README.md","","art/src/backgrounds/act_i/blockouts/sabine_office.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"sabine_office_meshy_source_model_window_frame","R12_A_meshy_helper_geometry","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","window frame","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/sabine_office/window_frame.glb","art/src/backgrounds/act_i/source_models/sabine_office","art/src/backgrounds/act_i/source_models/sabine_office/README.md","","art/src/backgrounds/act_i/blockouts/sabine_office.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"sabine_office_meshy_source_model_wrist_check_staging_chair","R12_A_meshy_helper_geometry","R12","sabine_office","Sabine's Office","meshy_source_model","Meshy","wrist-check staging chair","generate_now","A_meshy_helper_geometry","10","can_acquire_before_human_review","ready_to_generate","missing","art/src/backgrounds/act_i/source_models/sabine_office/wrist_check_staging_chair.glb","art/src/backgrounds/act_i/source_models/sabine_office","art/src/backgrounds/act_i/source_models/sabine_office/README.md","","art/src/backgrounds/act_i/blockouts/sabine_office.blend","never_import_directly_to_godot","open_room_blend_and_confirm_scale_silhouette_palette_before_paintover","import into the room Blender blockout as helper geometry only"
"sabine_office_generated_reference_grime_texture","R12_B_reference_board","R12","sabine_office","Sabine's Office","generated_reference","imagegen","grime texture","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/sabine_office/grime_texture.png","docs/art/reference/act_i/sabine_office","docs/art/reference/act_i/sabine_office/README.md","","docs/art/reference/act_i/sabine_office","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"sabine_office_generated_reference_ink_wash_edge_breakup","R12_B_reference_board","R12","sabine_office","Sabine's Office","generated_reference","imagegen","ink-wash edge breakup","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/sabine_office/ink_wash_edge_breakup.png","docs/art/reference/act_i/sabine_office","docs/art/reference/act_i/sabine_office/README.md","","docs/art/reference/act_i/sabine_office","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"sabine_office_generated_reference_non_clickable_dressing_silhouettes","R12_B_reference_board","R12","sabine_office","Sabine's Office","generated_reference","imagegen","non-clickable dressing silhouettes","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/sabine_office/non_clickable_dressing_silhouettes.png","docs/art/reference/act_i/sabine_office","docs/art/reference/act_i/sabine_office/README.md","","docs/art/reference/act_i/sabine_office","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"sabine_office_generated_reference_palette_safe_mood_reference","R12_B_reference_board","R12","sabine_office","Sabine's Office","generated_reference","imagegen","palette-safe mood reference","generate_now","B_reference_board","20","can_acquire_before_human_review","ready_to_generate","missing","docs/art/reference/act_i/sabine_office/palette_safe_mood_reference.png","docs/art/reference/act_i/sabine_office","docs/art/reference/act_i/sabine_office/README.md","","docs/art/reference/act_i/sabine_office","never_import_directly_to_godot","compare_against_locked_palette_and_existing_hotspot_readability","review as mood or texture reference only, never as a final room plate"
"sabine_office_interactive_layer_sabine_s_desk","R12_C_interactive_runtime_layer","R12","sabine_office","Sabine's Office","interactive_layer","paintover","Sabine's desk","hold_for_room_approval","C_interactive_runtime_layer","30","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/interactive_layers/sabine_office/sabinedesk.psd","art/src/backgrounds/act_i/interactive_layers/sabine_office","art/src/backgrounds/act_i/interactive_layers/sabine_office/README.md","game/rooms/sabine_office/props/sabinedesk.png","game/rooms/sabine_office/props/sabinedesk.png","export_separate_png_and_preserve_godot_hotspot_metadata","verify alpha, bounds, hotspot center alignment, and role readability in Godot","export separate PNG and verify hotspot alignment in Godot"
"sabine_office_navigation_silhouette_harbormaster","R12_D_navigation_readability_layer","R12","sabine_office","Sabine's Office","navigation_silhouette","paintover","Harbormaster","hold_for_room_approval","D_navigation_readability_layer","40","requires_human_room_review_before_source_psd","held_pending_room_review","missing","art/src/backgrounds/act_i/navigation_silhouettes/sabine_office/toharbormaster.psd","art/src/backgrounds/act_i/navigation_silhouettes/sabine_office","art/src/backgrounds/act_i/navigation_silhouettes/sabine_office/README.md","game/rooms/sabine_office/background/sabine_office_bg.png","game/rooms/sabine_office/background/sabine_office_bg.png","preserve_existing_exit_metadata","verify visible exit affordance, walk-band clarity, and no new unplanned route","preserve existing exit metadata and walk-band readability"
